T07,"Enrolment in primary, secondary and tertiary education levels",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
50,Bangladesh,2017,"Gross enrollment ratio - Primary (female)",115.0625,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,2017,"Students enrolled in secondary education (thousands)",15314.757,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,2017,"Gross enrollment ratio - Secondary (male)",62.1054,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,2017,"Gross enrollment ratio - Secondary (female)",72.6741,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,2017,"Students enrolled in tertiary education (thousands)",2763.2536,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,2017,"Gross enrollment ratio - Tertiary (male)",20.6315,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
50,Bangladesh,2017,"Gross enrollment ratio - Tertiary (female)",14.4823,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2001,"Students enrolled in primary education (thousands)",24.225,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2001,"Gross enrollement ratio - Primary (male)",99.8299,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2001,"Gross enrollment ratio - Primary (female)",98.706,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2001,"Students enrolled in secondary education (thousands)",20.866,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2001,"Gross enrollment ratio - Secondary (male)",103.3183,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2001,"Gross enrollment ratio - Secondary (female)",103.7011,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2001,"Students enrolled in tertiary education (thousands)",7.979,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2001,"Gross enrollment ratio - Tertiary (male)",23.0489,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2001,"Gross enrollment ratio - Tertiary (female)",57.0331,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2005,"Students enrolled in primary education (thousands)",22.249,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2005,"Gross enrollement ratio - Primary (male)",96.326,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2005,"Gross enrollment ratio - Primary (female)",95.9513,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2005,"Students enrolled in secondary education (thousands)",21.418,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2005,"Gross enrollment ratio - Secondary (male)",109.1348,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2005,"Gross enrollment ratio - Secondary (female)",107.9563,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2010,"Students enrolled in primary education (thousands)",22.659,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2010,"Gross enrollement ratio - Primary (male)",98.9013,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2010,"Gross enrollment ratio - Primary (female)",100.5507,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2010,"Students enrolled in secondary education (thousands)",19.497,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2010,"Gross enrollment ratio - Secondary (male)",101.6329,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2010,"Gross enrollment ratio - Secondary (female)",102.1675,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2010,"Students enrolled in tertiary education (thousands)",13.232,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2010,"Gross enrollment ratio - Tertiary (male)",43.8783,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2010,"Gross enrollment ratio - Tertiary (female)",95.8646,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2011,"Students enrolled in primary education (thousands)",22.509,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2011,"Gross enrollement ratio - Primary (male)",98.3912,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2011,"Gross enrollment ratio - Primary (female)",98.4447,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2011,"Students enrolled in secondary education (thousands)",19.696,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2011,"Gross enrollment ratio - Secondary (male)",101.7426,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2011,"Gross enrollment ratio - Secondary (female)",105.5401,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2011,"Students enrolled in tertiary education (thousands)",12.421,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2011,"Gross enrollment ratio - Tertiary (male)",40.3304,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2011,"Gross enrollment ratio - Tertiary (female)",90.5812,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2014,"Students enrolled in primary education (thousands)",21.171,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2014,"Gross enrollement ratio - Primary (male)",93.1251,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2014,"Gross enrollment ratio - Primary (female)",94.1669,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2014,"Students enrolled in secondary education (thousands)",20.603,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2014,"Gross enrollment ratio - Secondary (male)",107.8871,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
52,Barbados,2014,"Gross enrollment ratio - Secondary (female)",110.669,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
