"Indicator Name"
"Proportion of seats held by women in national parliaments (%)"
"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)"
"Women who believe a husband is justified in beating his wife (any of five reasons) (%)"

